Start_City_1,Start_City_2,Route_Agent_1_ 1,Route_Agent_1_ 2,Route_Agent_1_ 3,Route_Agent_1_ 4,Route_Agent_1_ 5,Route_Agent_1_ 6,Route_Agent_1_ 7,Route_Agent_1_ 8,Route_Agent_1_ 9,Route_Agent_1_10,Route_Agent_1_11,Route_Agent_1_12,Route_Agent_1_13,Route_Agent_1_14,Route_Agent_1_15,Route_Agent_1_16,Route_Agent_2_ 1,Route_Agent_2_ 2,Route_Agent_2_ 3,Route_Agent_2_ 4,Route_Agent_2_ 5,Route_Agent_2_ 6,Route_Agent_2_ 7,Route_Agent_2_ 8,Route_Agent_2_ 9,Route_Agent_2_10,Route_Agent_2_11,Benefit_Agent_1,Benefit_Agent_2,Cost_Agent_1,Cost_Agent_2,Payoff_Agent_1,Payoff_Agent_2,Total_Payoff,Avg_Payoff,Timestamp_Agent_1_ 1,Timestamp_Agent_1_ 2,Timestamp_Agent_1_ 3,Timestamp_Agent_1_ 4,Timestamp_Agent_1_ 5,Timestamp_Agent_1_ 6,Timestamp_Agent_1_ 7,Timestamp_Agent_1_ 8,Timestamp_Agent_1_ 9,Timestamp_Agent_1_10,Timestamp_Agent_1_11,Timestamp_Agent_1_12,Timestamp_Agent_1_13,Timestamp_Agent_1_14,Timestamp_Agent_1_15,Timestamp_Agent_1_16,Timestamp_Agent_1_17,Timestamp_Agent_1_18,Timestamp_Agent_1_19,Timestamp_Agent_1_20,Timestamp_Agent_2_ 1,Timestamp_Agent_2_ 2,Timestamp_Agent_2_ 3,Timestamp_Agent_2_ 4,Timestamp_Agent_2_ 5,Timestamp_Agent_2_ 6,Timestamp_Agent_2_ 7,Timestamp_Agent_2_ 8,Timestamp_Agent_2_ 9,Timestamp_Agent_2_10,Timestamp_Agent_2_11,Timestamp_Agent_2_12,Timestamp_Agent_2_13,Timestamp_Agent_2_14,Timestamp_Agent_2_15,Timestamp_Agent_2_16,Timestamp_Agent_2_17,Timestamp_Agent_2_18,Timestamp_Agent_2_19,Timestamp_Agent_2_20
17,5,17,9,18,13,7,4,19,11,15,2,10,6,17,,,,5,16,12,1,8,14,3,20,5,,,1800,1200,240.12,51.152,1559.88,1148.848,2708.728,1354.364,0,22.202,0,15.492,0,23.608,14.092,0,0.3,22.848,18.842,0,1.152,0,20.702,0,0,0.684,17.572,0,1.782,0,3.482,0,0,5.6992,0,2.442,0.24,4.5592,0,1.362,0,3.202,0,0.922,0,0.48,0,4.0352
17,6,17,5,9,18,13,11,2,19,10,20,17,,,,,,6,7,3,14,12,1,4,16,8,15,6,1500,1500,55.954,63.02,1444.046,1436.98,2881.026,1440.513,0,2.936,0,0,0.28,0,0,0,0.52,3.74,2.136,0,1.372,0,0,0,0,0.904,3.54,4.2634,1.92,0,0.76,2.34,0,0,0.34,3.842,0,0,0,1.5,0,1.04,4.882,2.922,0,0,0,0
17,7,17,5,9,18,16,12,1,8,14,3,20,15,19,2,17,,7,6,11,13,4,10,7,,,,,2100,900,74.392,51.36,2025.608,848.64,2874.248,1437.124,2.286,6.4632,3.986,0,0.28,0,0,2.946,0.52,0,0,1.866,0,3.706,4.8792,1.426,0,0.904,5.8632,4.5392,4.102,12.2202,7.602,3.682,0,0.34,0,5.182,0,11.3802,0.794,0,1.558,6.262,0,2.542,0,0,11.5802,9.4822
17,8,17,5,9,18,13,7,15,11,19,6,17,,,,,,8,12,1,4,16,14,3,20,10,2,8,1500,1500,197.96,63.392,1302.04,1436.608,2738.648,1369.324,0,0,0,0,0.28,19.392,14.312,0,0.52,0,17.262,0,1.372,0,15.392,0,0,0.904,18.532,0,0.9,4.4392,2.722,1.32,0,0,0,0,0,3.7992,0,0.48,0,2.442,0,1.902,0,0,0,3.2752
17,9,17,5,18,13,7,4,19,8,6,20,16,3,17,,,,9,11,15,1,2,12,10,14,9,,,1800,1200,246.986,104.64,1553.014,1095.36,2648.374,1324.187,0,0,23.8646,15.328,0.28,20.528,13.928,19.048,0,0,0,0,0.988,0,0,23.0446,0,0.52,17.408,21.6626,6.394,8.334,0,4.814,0.24,0,0,0,0,11.228,1.034,9.934,0,13.398,2.894,12.558,0,0.624,0,0
17,10,17,5,9,18,13,7,8,6,12,3,14,17,,,,,10,19,4,2,1,20,11,15,16,10,,1650,1350,197.04,140.79,1452.96,1209.21,2662.17,1331.085,0,0,18.772,0,0.28,16.992,14.312,15.512,0.52,0,0,18.092,1.372,19.052,0,0,0,0.904,0,0,6.22,4.28,13.569,2.28,0,0,0,0,0,0,9.393,0,0,14.109,11.253,12.749,0,0,0.2,7.805
17,11,17,5,18,13,7,1,2,12,10,16,3,17,,,,,11,9,15,4,19,8,6,20,14,11,,1650,1350,230.06,124.566,1419.94,1225.434,2645.374,1322.687,15.188,17.128,22.172,0,0.28,0,13.928,0,0,20.022,0,18.728,0.988,0,0,21.352,0,0.52,0,0,0,0,0,6.54,0,11.74,0,10.26,0.42,0,0,0,4.62,15.0966,2.28,14.2566,0,0,8.62,12.8746
17,12,17,5,9,18,13,7,15,16,10,14,17,,,,,,12,1,2,4,19,8,11,20,6,3,12,1500,1500,197.1,140.48,1302.9,1359.52,2662.42,1331.21,0,0,0,0,0.28,0,14.312,0,0.52,18.218,0,0,1.372,19.058,15.392,16.888,0,0.904,0,0,0.42,2.36,13.368,4.36,0,12.608,0,8.08,0,0,9.88,0,0,0,0,0,0,0,6.44,11.468
17,13,17,5,9,18,16,12,14,3,20,10,17,,,,,,13,7,4,19,1,2,8,11,15,6,13,1500,1500,47.612,283.32,1452.388,1216.68,2669.068,1334.534,0,0,2.606,0,0.28,0,0,0,0.52,3.6832,0,1.866,0,2.326,0,1.426,0,0.904,0,3.1592,18.32,20.26,0,14.34,0,27.24,12.94,22.16,0,0,23.96,0,0,0,25.82,0,0,0,16.42,0
17,14,17,5,9,18,13,16,12,1,4,8,17,,,,,,14,3,7,6,11,2,19,10,20,15,14,1500,1500,60.44,49.214,1439.56,1450.786,2890.346,1445.173,3.216,0,0,3.636,0.28,0,0,4.716,0.52,0,0,2.796,1.372,0,0,2.356,0,0.904,0,0,0,2.294,0.28,0,0,1.04,0.7,0,0,3.098,1.494,0,0,0,3.9614,0,0,0,2.898,3.6214
17,15,17,5,9,18,16,12,1,8,14,3,10,2,6,17,,,15,20,13,7,4,19,11,15,,,,1950,1050,62.34,220.106,1887.66,829.894,2717.554,1358.777,2.286,5.25,3.986,0,0.28,5.83,0,2.946,0.52,4.61,0,1.866,0,3.706,0,1.426,0,0.904,0,0,20.7806,26.8826,24.8906,16.8006,0,27.3426,15.4006,22.4206,0,26.0826,23.6906,0,2.4606,0,0,0,0,0,18.8806,0.3406
17,16,17,5,9,11,6,2,19,10,20,3,14,12,17,,,,16,18,15,13,7,4,8,1,16,,,1800,1200,54.774,261.38,1745.226,938.62,2683.846,1341.923,0,1.97,3.8574,0,0.28,1.39,0,0,0.52,2.774,0.93,4.5974,0,4.1374,0,0,0,0,2.574,3.2974,32.7782,0,31.0382,23.84,0,0,22.44,32.1182,0,27.818,0,0,9.5,0,7.16,0,0,5.22,25.92,29.6982
17,18,17,5,9,11,6,2,19,10,20,3,14,12,16,17,,,18,13,7,4,15,1,8,18,,,,1950,1050,55.814,204.08,1894.186,845.92,2740.106,1370.053,0,1.97,3.8574,0,0.28,1.39,0,0,0.52,2.774,0.93,4.5974,0,4.1374,0,5.0454,0,0,2.574,3.2974,21.008,0,22.108,15.428,0.24,0,14.028,23.628,0.62,0,0,0,1.088,22.968,19.428,24.55,0,0,17.508,0
17,19,17,5,9,18,13,7,4,2,8,11,17,,,,,,19,10,20,15,3,14,12,1,16,6,19,1500,1500,218.98,52.494,1281.02,1447.506,2728.526,1364.263,0,17.712,0,15.712,0.28,0,14.312,19.612,0.52,0,21.412,0,1.372,0,0,0,0,0.904,0,0,2.9434,0,1.7834,0,0,4.3814,0,0,0,0.2,0,2.5234,0,2.0634,1.0634,3.5014,0,0,0,0.7234
17,20,17,5,9,18,16,12,1,8,14,3,10,2,6,17,,,20,15,13,7,4,19,11,20,,,,1950,1050,62.34,219.58,1887.66,830.42,2718.08,1359.04,2.286,5.25,3.986,0,0.28,5.83,0,2.946,0.52,4.61,0,1.866,0,3.706,0,1.426,0,0.904,0,0,21,27.102,25.11,17.02,0,27.562,15.62,22.64,0,26.302,23.91,0,2.68,0,0.34,0,0,0,19.1,0
18,1,18,5,9,17,6,11,2,10,20,15,3,14,12,18,,,1,4,19,13,7,8,16,1,,,,1950,1050,63.694,200.82,1886.306,849.18,2735.486,1367.743,0,2.432,4.6614,0,0.24,1.178,0,0,0.48,3.078,1.632,5.4014,0,4.9414,3.9414,0,0.778,0,0,3.6014,0,20.5,0,0.42,0,0,17.4,18.6,0,21.95,0,26.041,4.46,25.601,24.139,25.061,0,0,2.5,23.099
18,2,18,5,9,17,11,13,16,4,8,15,20,10,19,18,,,2,6,7,3,14,12,1,2,,,,1950,1050,85.166,44.4,1864.834,1005.6,2870.434,1435.217,0,0,0,3.592,0.24,0,0,4.672,0.48,6.5766,1.264,0,2.028,0,5.712,3.012,0.778,0,6.7766,6.0526,2.5,0,1.34,2.92,0,0.58,0.92,3.58,0,8.445,0,2.08,0,1.62,5.16,0,0,0,10.343,6.745
18,3,18,5,9,17,11,13,16,12,1,4,8,18,,,,,3,14,7,6,2,19,10,20,15,3,,1650,1350,68.12,40.474,1581.88,1309.526,2891.406,1445.703,3.872,0,0,4.292,0.24,0,0,5.372,0.48,0,1.264,3.452,2.028,0,0,3.012,0.778,0,0,0,0,2.114,0,0,0,1.08,0.74,4.8214,0,2.918,1.534,0,0,0.28,3.7814,0,0,0,2.718,3.4414
18,4,18,5,9,17,6,7,3,14,12,16,10,18,,,,,4,1,2,8,13,15,11,20,19,4,,1650,1350,60.44,146.92,1589.56,1203.08,2792.64,1396.32,0,0,1.938,0,0.24,1.178,1.518,0,0.48,4.456,0,2.678,0,2.218,0,3.126,0.778,0,0,0,0.42,2.36,0,0,0,0,19.106,4.26,0,0,23.316,0,6.166,0,21.446,26.286,0,0,26.934,24.904
18,5,18,9,17,6,7,3,14,8,15,20,10,19,18,,,,5,16,12,1,4,13,11,2,5,,,1800,1200,67.226,56.68,1732.774,1143.32,2876.094,1438.047,0,0,1.838,0,0,1.078,1.418,2.878,0.38,4.7826,0,0,0,2.118,3.918,0,0.678,0,4.9826,4.2586,1.824,6.03,0,2.244,0,0,0,3.324,0.24,0,5.23,1.404,4.466,0,0,0.964,0.522,0,6.634,0
18,6,18,5,9,17,11,13,16,8,15,10,19,2,18,,,,6,7,3,14,12,1,4,20,6,,,1800,1200,81.1,53.602,1718.9,1146.398,2865.298,1432.649,0,6.636,0,0,0.24,0,0,3.932,0.48,5.836,1.264,0,2.028,0,4.972,3.012,0.778,0,6.036,0,1.92,7.6322,0.76,2.34,0,0,0.34,3.42,0,5.8242,0,1.5,0,1.04,0,0,0,0,6.4722,5.3002
18,7,18,5,9,11,13,4,1,8,3,20,15,19,2,18,,,7,6,17,16,12,14,10,7,,,,1950,1050,86.652,35.7,1863.348,1014.3,2877.648,1438.824,3.214,7.1912,4.714,2.794,0.24,0,0,3.874,0.48,0,0.89,0,1.654,0,5.6072,0,0,0,6.5912,5.2672,2.626,5.8878,3.366,0,0,0.34,0,0,0,5.0478,1.23,2.206,0,3.086,0,1.766,0.744,0,5.2478,4.1978
18,8,18,5,9,17,6,7,3,20,15,19,2,11,13,18,,,8,12,1,4,16,14,10,8,,,,1950,1050,64.492,47.32,1885.508,1002.68,2888.188,1444.094,0,4.4152,1.938,0,0.24,1.178,1.518,0,0.48,0,5.2172,0,5.9812,0,2.8312,0,0.778,0,3.8152,2.4912,0.9,5.2438,2.722,1.32,0,0,0,0,0,4.4038,6.4358,0.48,8.2758,2.442,0,1.902,0,0,4.6038,3.5538
18,9,18,5,17,6,7,3,14,12,1,16,10,18,,,,,9,11,15,13,20,4,19,8,2,9,,1650,1350,63.18,153.5,1586.82,1196.5,2783.32,1391.66,2.842,0,1.682,0,0.24,0.922,1.262,0,0,4.73,0,2.422,0,1.962,0,3.4,0.522,0,0,0,0,14.768,0,9.148,0.24,0,0,12.868,0,0,0.948,0,5.148,0,2.808,0,0.538,0,11.228,7.268
18,10,18,5,9,17,6,7,3,14,12,16,18,,,,,,10,19,4,2,1,20,13,15,11,8,10,1500,1500,83.46,173.85,1416.54,1326.15,2742.69,1371.345,0,0,1.938,0,0.24,1.178,1.518,0,0.48,0,0,2.678,0,2.218,0,3.126,0.778,0,0,0,6.22,4.28,0,2.28,0,0,0,15.935,0,0,14.135,0,9.925,0,12.265,0,0,0,0.2,7.805
18,11,18,5,17,6,7,3,14,12,1,16,10,18,,,,,11,9,15,13,20,4,19,8,2,11,,1650,1350,63.18,150.42,1586.82,1199.58,2786.4,1393.2,2.842,0,1.682,0,0.24,0.922,1.262,0,0,4.73,0,2.422,0,1.962,0,3.4,0.522,0,0,0,12.898,16.438,0,8.918,0,0,0,14.538,0.42,0,0,0,4.918,0,2.578,0,0.718,0,10.998,7.038
18,12,18,5,9,17,6,7,3,14,16,10,20,18,,,,,12,1,2,4,19,13,15,11,8,12,,1650,1350,63.974,148.9,1586.026,1201.1,2787.126,1393.563,0,0,1.938,0,0.24,1.178,1.518,0,0.48,4.098,0,0,0,2.218,0,2.768,0.778,0,0,4.6214,0.42,2.36,0,4.36,0,0,0,14.41,0,15.86,12.61,0,8.4,0,10.74,0,0,0,6.44,17.009
18,13,18,5,9,17,6,11,16,12,14,3,20,18,,,,,13,7,4,19,1,2,8,10,15,13,,1650,1350,61.532,268.1,1588.468,1081.9,2670.368,1335.184,0,0,3.824,0,0.24,1.178,0,0,0.48,0,1.632,3.084,0,3.544,0,2.644,0.778,0,0,4.3772,18.32,20.26,25.19,14.34,0,0,12.94,22.16,0,23.61,0,0,0,0,24.47,0,0,0,16.42,25.5306
18,14,18,5,9,17,11,13,16,12,1,4,8,18,,,,,14,3,7,6,2,19,10,20,15,14,,1650,1350,68.12,42.474,1581.88,1307.526,2889.406,1444.703,3.872,0,0,4.292,0.24,0,0,5.372,0.48,0,1.264,3.452,2.028,0,0,3.012,0.778,0,0,0,0,2.074,0.28,0,0,1.04,0.7,4.7814,0,2.878,1.494,0,0,0,3.7414,0,0,0,2.678,3.4014
18,15,18,5,9,17,6,11,2,10,3,14,12,16,18,,,,15,20,13,7,4,19,1,8,15,,,1800,1200,101.06,224.806,1698.94,975.194,2674.134,1337.067,0,2.432,3.698,0,0.24,1.178,0,0,0.48,3.078,1.632,4.438,0,3.978,0,4.886,0.778,0,0,0,20.7806,0,23.5806,16.8006,0,0,15.4006,25.1006,0,22.4806,0,0,2.4606,24.4406,0,26.0226,0,0,18.8806,0.3406
18,16,18,5,9,17,6,7,3,20,15,19,2,11,13,18,,,16,12,1,4,8,14,10,16,,,,1950,1050,64.492,53,1885.508,997,2882.508,1441.254,0,4.4152,1.938,0,0.24,1.178,1.518,0,0.48,0,5.2172,0,5.9812,0,2.8312,0,0.778,0,3.8152,2.4912,1.3,6.0818,0,1.72,0.44,0,0,2.8,0,5.2418,7.2738,0.88,9.1138,3.56,0,0,0,0,5.4418,4.3918
18,17,18,5,9,11,13,16,12,1,4,20,10,19,2,18,,,17,6,7,3,14,8,15,17,,,,1950,1050,85.962,47.96,1864.038,1002.04,2866.078,1433.039,3.498,7.1222,0,3.918,0.24,0,0,0,0.48,6.3222,0.89,3.078,1.654,0,0,2.638,0,0,6.5222,5.7982,0,7.5086,1.74,0,0.28,0.98,1.32,2.78,0.58,5.0246,0,0,0,2.02,3.82,0,0,0,6.0086,4.1606
18,19,18,5,9,17,6,7,2,11,13,16,8,18,,,,,19,10,20,15,3,14,12,1,4,19,,1650,1350,71.28,54.434,1578.72,1295.566,2874.286,1437.143,0,2.218,0,0,0.24,1.178,1.518,5.688,0.48,0,3.02,0,3.784,0,0,4.768,0.778,0,0,0,2.9434,0,1.7834,3.3634,0,0,0,5.0254,0,0.2,0,2.5234,0,2.0634,1.0634,3.9454,0,0,0,0.7234
18,20,18,5,9,17,6,11,2,10,3,14,12,16,18,,,,20,15,13,7,4,19,1,8,20,,,1800,1200,101.06,228.09,1698.94,971.91,2670.85,1335.425,0,2.432,3.698,0,0.24,1.178,0,0,0.48,3.078,1.632,4.438,0,3.978,0,4.886,0.778,0,0,0,21,0,23.8,17.02,0,0,15.62,25.32,0,22.7,0,0,2.68,24.66,0.34,26.242,0,0,19.1,0
19,1,19,10,20,15,3,14,12,16,5,9,17,19,,,,,1,4,2,8,13,7,18,6,11,1,,1650,1350,51.714,231.5,1598.286,1118.5,2716.786,1358.393,0,0,1.7834,0,3.4114,0,0,0,3.6514,0.2,0,2.5234,0,2.0634,1.0634,2.9714,3.9494,0,0,0.7234,0,2.42,0,0.42,21.816,21.136,19.166,4.32,22.416,0,22.87,0,6.226,0,0,0,0,20.216,0,0
19,2,19,10,20,15,14,12,1,4,18,13,11,8,19,,,,2,6,7,3,16,5,9,17,2,,,1800,1200,87.394,41.26,1712.606,1158.74,2871.346,1435.673,2.9034,0,0,3.3234,0,0,0,7.0954,0,0.2,5.2954,2.4834,4.5314,2.0234,1.0634,0,0,4.0634,0,0.7234,0,0,1.34,0,3.568,0.58,0.92,5.912,3.808,0,4.592,2.3,0,1.62,0,3.128,4.106,0,0,0
19,3,19,10,20,15,8,12,1,4,16,11,2,19,,,,,3,14,7,6,17,5,9,18,13,3,,1650,1350,64.214,44.56,1585.786,1305.44,2891.226,1445.613,3.0034,5.8174,0,3.4234,0,0,0,2.1034,0,0.2,5.0174,2.5834,0,0,1.0634,4.0054,0,0,0,0.7234,0,5.18,0,0,1.764,1.08,0.74,0,2.004,0,3.62,0,2.856,0.28,0,0,1.484,2.388,0,0
19,4,19,10,20,15,3,14,12,16,5,9,17,19,,,,,4,1,2,8,13,7,18,6,11,4,,1650,1350,51.714,230.1,1598.286,1119.9,2718.186,1359.093,0,0,1.7834,0,3.4114,0,0,0,3.6514,0.2,0,2.5234,0,2.0634,1.0634,2.9714,3.9494,0,0,0.7234,0.42,2.36,0,0,21.756,21.076,19.106,4.26,22.356,0,22.81,0,6.166,0,0,0,0,20.156,0,0
19,5,19,10,20,15,3,14,12,1,4,16,8,19,,,,,5,9,17,6,7,2,11,13,18,5,,1650,1350,65.094,42.52,1584.906,1307.48,2892.386,1446.193,2.9434,0,1.7834,3.3634,0,0,0,4.8654,0,0.2,0,2.5234,0,2.0634,1.0634,3.9454,0,0,0,0.7234,0,2.438,0,0,0,0.938,1.278,5.912,0.24,0,3.24,0,4.004,1.738,0,0,0.538,4.472,0,0
19,6,19,10,20,15,8,1,4,18,9,17,11,2,19,,,,6,7,3,14,12,16,5,13,6,,,1800,1200,64.914,40.82,1735.086,1159.18,2894.266,1447.133,2.7634,5.8874,0,3.1834,0,0,0,2.1034,4.3034,0.2,5.0874,0,0,0,1.0634,0,4.6014,3.9234,0,0.7234,1.92,5.484,0.76,0,2.808,0,0.34,0,3.048,0,0,1.5,3.924,1.04,0,2.368,3.33,0,0,0
19,7,19,10,20,15,3,14,12,1,4,16,8,19,,,,,7,6,17,5,9,18,13,11,2,7,,1650,1350,65.094,43.8,1584.906,1306.2,2891.106,1445.553,2.9434,0,1.7834,3.3634,0,0,0,4.8654,0,0.2,0,2.5234,0,2.0634,1.0634,3.9454,0,0,0,0.7234,0,3.68,0,0,1.024,0.34,0,7.016,1.264,0,2.88,0,2.116,0,0,5.116,0.744,1.648,0,0
19,8,19,10,20,15,3,14,7,6,11,13,2,19,,,,,8,12,1,4,16,5,9,17,18,8,,1650,1350,62.454,48.42,1587.546,1301.58,2889.126,1444.563,0,5.6414,1.7834,0,0,2.8634,2.5234,0,0,0.2,3.3174,0,4.0814,2.0634,1.0634,0,0,0,0,0.7234,0.9,5.368,0,1.32,2.342,0,0,0,2.582,0,3.366,0.48,0,0,0,1.902,2.88,3.888,0,0
19,9,19,10,20,15,3,14,12,1,16,17,6,19,,,,,9,5,18,13,7,4,2,8,11,9,,1650,1350,53.054,214.08,1596.946,1135.92,2732.866,1366.433,2.9434,0,1.7834,0,0,4.4374,0,0,0,0.2,0,2.5234,0,2.0634,1.0634,3.5014,4.0374,0,0,0.7234,19.228,17.288,0,15.288,0.24,23.388,13.888,21.128,0,0,22.928,0,0.948,0,0,0,0,0.48,0,0
19,10,19,2,4,15,18,8,9,3,5,14,17,19,,,,,10,20,13,7,1,11,12,6,16,10,,1650,1350,143.02,230.774,1506.98,1119.226,2626.206,1313.103,0,0.6,10.608,2.6,11.628,0,0,7.908,9.468,0,0,0,0,12.428,4.52,0,13.08,6.468,0,0,16.8434,0,0,0,0,20.8714,15.5834,0,0,0,18.4114,19.7714,2.6434,22.2874,0,21.7474,22.8234,0,0,0.5234
19,11,19,10,20,15,3,14,12,1,16,17,19,,,,,,11,9,5,18,13,7,4,2,8,6,11,1500,1500,52.594,215.42,1447.406,1284.58,2731.986,1365.993,2.9434,0,1.7834,0,0,0,0,0,0,0.2,0,2.5234,0,2.0634,1.0634,3.5014,4.0374,0,0,0.7234,0,17.708,0,15.708,0.66,21.088,14.308,19.608,0.42,0,0,0,1.368,0,0,0,0,0.9,0,0
19,12,19,10,20,15,3,14,7,6,17,5,9,19,,,,,12,1,2,4,11,8,13,16,18,12,,1650,1350,52.534,167.12,1597.466,1182.88,2780.346,1390.173,0,0,1.7834,0,3.5474,2.8634,2.5234,0,3.7874,0.2,0,0,0,2.0634,1.0634,0,3.2674,0,0,0.7234,0.42,2.36,0,4.36,0,10.648,0,7.642,17.232,0,5.842,0,9.548,0,0,11.632,0,16.852,0,0
19,13,19,10,20,15,3,14,12,16,5,18,17,19,,,,,13,7,4,2,1,11,8,9,6,13,,1650,1350,53.954,249,1596.046,1101,2697.046,1348.523,0,0,1.7834,0,3.4114,0,0,0,0,0.2,0,2.5234,0,2.0634,1.0634,2.9714,4.1734,3.6514,0,0.7234,18.28,16.34,0,14.34,0,23.808,12.94,21.648,23.208,0,19.848,0,0,0,0,0,25.13,24.726,0,0
19,14,19,10,20,15,8,12,1,4,16,11,2,19,,,,,14,3,7,6,17,5,9,18,13,14,,1650,1350,64.214,41.96,1585.786,1308.04,2893.826,1446.913,3.0034,5.8174,0,3.4234,0,0,0,2.1034,0,0.2,5.0174,2.5834,0,0,1.0634,4.0054,0,0,0,0.7234,0,5.14,0.28,0,1.724,1.04,0.7,0,1.964,0,3.58,0,2.816,0,0,0,1.444,2.348,0,0
19,15,19,10,7,6,17,5,9,18,16,12,14,19,,,,,15,20,13,8,2,4,11,1,3,15,,1650,1350,48.58,131.226,1601.42,1218.774,2820.194,1410.097,0,0,0,0,1.764,1.08,0.74,0,2.004,0.2,0,3.35,0,3.81,0,2.91,1.484,2.388,0,0,11.3026,6.2606,12.4026,8.2606,0,0,0,4.3606,0,0,9.7426,13.0826,2.4606,13.3626,0,0,0,0,0,0.3406
19,16,19,10,20,3,14,12,1,8,17,9,11,19,,,,,16,18,15,13,7,4,2,5,6,16,,1650,1350,64.114,286.36,1585.886,1063.64,2649.526,1324.763,2.4434,0,1.2834,0,0,0,0,3.1034,4.7314,0.2,5.1414,2.0234,0,1.5634,0,0,4.4314,0,0,0.7234,0,25.84,0,23.84,28.98,29.66,22.44,27.74,0,0,30.114,0,9.5,0,7.16,0,0,5.22,0,0
19,17,19,10,20,15,3,14,12,1,16,6,19,,,,,,17,5,9,18,13,7,4,2,8,11,17,1500,1500,52.494,218.98,1447.506,1281.02,2728.526,1364.263,2.9434,0,1.7834,0,0,4.3814,0,0,0,0.2,0,2.5234,0,2.0634,1.0634,3.5014,0,0,0,0.7234,0,17.712,0,15.712,0.28,0,14.312,19.612,0.52,0,21.412,0,1.372,0,0,0,0,0.904,0,0
19,18,19,10,20,15,3,14,12,1,4,16,8,19,,,,,18,5,9,17,6,7,2,11,13,18,,1650,1350,65.094,42.52,1584.906,1307.48,2892.386,1446.193,2.9434,0,1.7834,3.3634,0,0,0,4.8654,0,0.2,0,2.5234,0,2.0634,1.0634,3.9454,0,0,0,0.7234,0,2.218,0,0,0.24,1.178,1.518,6.668,0.48,0,3.02,0,3.784,0,0,4.768,0.778,0,0,0
19,20,19,10,7,6,17,5,9,18,16,12,14,19,,,,,20,15,13,8,2,4,11,1,3,20,,1650,1350,48.58,131.752,1601.42,1218.248,2819.668,1409.834,0,0,0,0,1.764,1.08,0.74,0,2.004,0.2,0,3.35,0,3.81,0,2.91,1.484,2.388,0,0,11.522,6.48,12.622,8.48,0,0,0,4.58,0,0,9.962,13.302,2.68,13.582,0.34,0,0,0,0,0
20,1,20,15,13,7,8,2,12,11,16,6,9,20,,,,,1,4,19,18,10,5,3,14,17,1,,1650,1350,258.034,102.2,1391.966,1247.8,2639.766,1319.883,0,18.72,0,0,0,23.578,15.62,16.82,24.178,0,21.686,20.32,2.68,0,0.34,22.698,0,0,0,0,0,0,8.188,0.42,7.168,0,0,0,9.97,5.828,0,0,0,8.468,0,9.018,9.67,4.24,2.5,0
20,2,20,15,13,19,4,10,1,11,8,9,18,17,20,,,,2,6,7,3,14,12,16,5,2,,,1800,1200,174.834,42.08,1625.166,1157.92,2783.086,1391.543,10.318,0,0,6.72,0,0,0,13.686,15.246,8.618,11.886,0,2.68,0,0.34,0,16.152,15.63,4.64,0,2.5,0,1.34,0,3.388,0.58,0.92,0,3.628,0,0,2.08,0,1.62,0,2.948,4.15,3.868,0,0
20,3,20,15,13,19,4,2,1,10,8,11,20,,,,,,3,14,7,6,17,5,9,18,16,12,3,1500,1500,171.88,40.3,1328.12,1459.7,2787.82,1393.91,10.66,8.72,0,6.72,0,0,0,13.8,0,12.36,15.6,0,2.68,0,0.34,0,0,0,4.64,0,0,0,0,0,1.764,1.08,0.74,0,2.004,0,0,3.35,0,0.28,0,2.91,1.484,2.388,0,0
20,4,20,15,13,7,18,19,16,6,3,9,17,20,,,,,4,1,2,8,11,12,10,5,14,4,,1650,1350,243.334,119.34,1406.666,1230.66,2637.326,1318.663,0,0,21.564,0,0,20.804,15.62,0,22.704,0,0,0,2.68,0,0.34,19.924,23.002,16.67,18.41,0,0.42,2.36,11.074,0,10.054,0,0,4.26,0,8.714,6.06,7.42,0,11.874,0,0,12.526,0,0,0
20,5,20,15,13,7,4,19,1,2,8,10,20,,,,,,5,9,17,6,11,18,16,12,14,3,5,1500,1500,268.134,49.08,1231.866,1450.92,2682.786,1341.393,21,22.94,0,17.02,0,0,15.62,24.84,0,26.29,0,0,2.68,0,0.34,0,0,0,19.1,0,0,0,3.888,0,0,0.938,0,0,0.24,0,1.392,3.148,0,3.608,0,2.708,0.538,2.186,0,0
20,6,20,15,13,19,4,2,8,11,10,18,20,,,,,,6,7,3,14,12,1,16,5,9,17,6,1500,1500,169.754,38.56,1330.246,1461.44,2791.686,1395.843,0,8.72,0,6.72,0,0,0,10.62,0,13.612,12.42,0,2.68,0,0.34,0,0,15.2,4.64,0,1.92,0,0.76,0,2.918,0,0.34,0,3.158,0,0,1.5,0,1.04,0,2.478,3.456,0,0,0
20,7,20,15,13,19,4,2,1,10,8,11,20,,,,,,7,6,17,5,9,18,16,12,14,3,7,1500,1500,171.88,37.7,1328.12,1462.3,2790.42,1395.21,10.66,8.72,0,6.72,0,0,0,13.8,0,12.36,15.6,0,2.68,0,0.34,0,0,0,4.64,0,0,0,3.35,0,1.024,0.34,0,0,1.264,0,0,2.61,0,3.07,0,2.17,0.744,1.648,0,0
